date,deals,paid_deals,revenue_cash,revenue_contract,spend,calls,paid_rate,cpa_contract,roas_contract,deals_ma7,paid_deals_ma7,spend_ma7
2023-12-17,52.0,2.0,2000.0,22000.0,349.57,122.0,0.038461538461538464,174.785,62.93446233944561,76.14285714285714,4.428571428571429,445.3614285714285
2023-12-18,36.0,4.0,3200.0,35000.0,332.43,353.0,0.1111111111111111,83.1075,105.2853232259423,68.85714285714286,4.571428571428571,418.3614285714285
2023-12-19,83.0,8.0,7000.0,77000.0,796.47,310.0,0.0963855421686747,99.55875,96.6765854332241,63.142857142857146,4.571428571428571,462.32
2023-12-20,63.0,4.0,3300.0,31000.0,334.1,321.0,0.06349206349206349,83.525,92.78659084106555,61.285714285714285,4.571428571428571,462.4842857142857
2023-12-21,62.0,4.0,4000.0,44000.0,400.90999999999997,301.0,0.06451612903225806,100.22749999999999,109.75031802648975,58.714285714285715,4.142857142857143,411.2185714285714
2023-12-22,49.0,1.0,1000.0,5000.0,420.23,237.0,0.02040816326530612,420.23,11.89824619851034,55.57142857142857,4.0,422.72999999999996
2023-12-23,43.0,0.0,0.0,0.0,1101.63,101.0,0.0,,0.0,55.42857142857143,3.2857142857142856,533.62
2023-12-24,53.0,2.0,1300.0,15000.0,349.25,174.0,0.03773584905660377,174.625,42.94917680744452,55.57142857142857,3.2857142857142856,533.5742857142858
2023-12-25,54.0,2.0,2000.0,22000.0,329.87,81.0,0.037037037037037035,164.935,66.69293964288963,58.142857142857146,3.0,533.2085714285714
2023-12-26,44.0,1.0,1000.0,11000.0,303.56,110.0,0.022727272727272728,303.56,36.236658321254446,52.57142857142857,2.0,462.79285714285714
2023-12-27,45.0,3.0,3300.0,18000.0,281.69,362.0,0.06666666666666667,93.89666666666666,63.90003195001598,50.0,1.8571428571428572,455.3057142857143
2023-12-28,43.0,3.0,1300.0,18500.0,325.34,388.0,0.06976744186046512,108.44666666666666,56.863588860884,47.285714285714285,1.7142857142857142,444.51000000000005
